Time [h],SOC,SOH,Temperature (°C),Resistance (Ohm)
0.0,0.9799999999999996,100.00000000000003,14.999999999999886,0.0007261706499955661
0.016666666666666666,0.972791207286846,99.98957419146024,15.184559840574593,0.0007356074239022914
0.03333333333333333,0.9685961797380821,99.97830245337725,15.365511240713658,0.0007452471936584891
0.05,0.9647322013111969,99.96654446605562,15.541687196825649,0.0007549734289016115
0.06666666666666667,0.9609618893485441,99.95441804283944,15.713251893652114,0.0007647580784104216
0.08333333333333333,0.9572176558136173,99.94199463473413,15.880519302159655,0.0007745879055255576
0.1,0.9534791507496524,99.9293298089144,16.04377409423205,0.0007844526486604936
0.11666666666666667,0.949740479818993,99.91647055856502,16.203262931388565,0.0007943432403711705
0.13333333333333333,0.9460004555856671,99.90345726988156,16.359201064376748,0.0008042515584263431
0.15,0.9422591750139339,99.89032472794173,16.51177893774161,0.0008141705819161448
0.16666666666666666,0.9385169830398956,99.87710170598965,16.66111408993089,0.0008240916552252649
0.18333333333333332,0.9347743100292826,99.86381741961134,16.807476345644375,0.0008340130359391535
0.2,0.9310315067344423,99.85049177522485,16.950951481655466,0.0008439283412662093
0.21666666666666667,0.927288876888784,99.8371436668649,17.09167592480094,0.0008538335824043672
0.23333333333333334,0.9235466603765075,99.8237896610576,17.229783965101944,0.0008637256606216625
0.25,0.9198050219701475,99.8104435190335,17.365402597295144,0.0008736021796579258
0.26666666666666666,0.9160640648448821,99.79711680241749,17.498654311383746,0.0008834613975696487
0.2833333333333333,0.9123238411251566,99.7838191948862,17.629656554336236,0.0008933020989682466
0.3,0.9085843623112687,99.77055884786986,17.758520539362678,0.0009031231152436815
0.31666666666666665,0.904845631089524,99.75734443528842,17.88527259641478,0.0009129212107183331
0.3333333333333333,0.9011075327184717,99.74417799070662,18.01016087465723,0.0009227022879221829
0.35,0.8973700046313092,99.7310658659786,18.133193783221714,0.0009324627334255362
0.36666666666666664,0.893632929509154,99.71801196032013,18.254447321586838,0.0009422022191368887
0.38333333333333336,0.8898961636939475,99.70501939223175,18.373991822150288,0.000951920550700364
0.4,0.8861595471508551,99.69209059834512,18.49189144389061,0.0009616176180480742
0.4166666666666667,0.8824229123379482,99.67922736811177,18.60820422427969,0.0009712933313317057
0.43333333333333335,0.8786860753776767,99.6664311278925,18.722988879597324,0.0009809478498135301
0.45,0.874948846229502,99.65370290109769,18.836303017489627,0.0009905807491376569
0.4666666666666667,0.8712110025670654,99.64104728715705,18.948122780913366,0.001000189863842661
0.48333333333333334,0.8674724133996409,99.62845687573606,19.058658193552617,0.0010097831901972475
0.5,0.8637328606738068,99.61593520206942,19.167890139184237,0.0010193577322600235
0.5166666666666667,0.8599921736196586,99.6034822639439,19.27586267896504,0.0010289139586213984
0.5333333333333333,0.8562501895358373,99.59109772057599,19.382621206839474,0.001038452558584613
0.55,0.8525067386067242,99.57878107925464,19.488213491616534,0.0010479744597557098
0.5666666666666667,0.8487616666972626,99.56653167415911,19.592683736145375,0.0010574805683627685
0.5833333333333334,0.845014835469919,99.55434869149975,19.696072694070835,0.001066971742200077
0.6,0.8412661160598826,99.54223127844145,19.79841930254031,0.0010764480953962324
0.6166666666666667,0.8375152768515663,99.53018221981836,19.89970330472096,0.0010859086467028178
0.6333333333333333,0.8337624426242558,99.51819297718495,20.000075707330325,0.0010953602869739332
0.65,0.8300073959004304,99.50626630345002,20.099510967560377,0.0011048004423806978
0.6666666666666666,0.8262500662960949,99.49440109877364,20.198038896639844,0.0011142298515262948
0.6833333333333333,0.822490390484242,99.48259635708652,20.295685842972944,0.001123649134957157
0.7,0.8187283134864499,99.47085099761695,20.392477945337475,0.0011330589851902809
0.7166666666666667,0.8149637803154068,99.4591638294499,20.48844267918099,0.0011424602136874175
0.7333333333333333,0.811196750923535,99.44753371820636,20.583604203802224,0.001151853508958926
0.75,0.8074271876112739,99.43595951671875,20.67798641841273,0.0011612387743909394
0.7666666666666667,0.8036548864274076,99.42444397799044,20.77155674842271,0.0011706148103627983
0.7833333333333333,0.7998801995661154,99.41297819185658,20.864442586298026,0.0011799882943342816
0.8,0.7961029354726361,99.40156478690413,20.956611639453683,0.001189356493865718
0.8166666666666667,0.79232309210339,99.39020283422371,21.048079160902205,0.0011987197791565938
0.8333333333333334,0.7885406715904915,99.37889129004952,21.138861755953485,0.001208078635479179
0.85,0.7847556814835067,99.36762913006056,21.228975104880988,0.0012174335139948239
0.8666666666666667,0.7809681309922241,99.35641538562047,21.318433768824775,0.0012267848458411613
0.8833333333333333,0.7771780314164027,99.34524898655765,21.407253636548774,0.00123613317777165
0.9,0.7733854004373171,99.33412886407615,21.4954496863881,0.0012454782299678676
0.9166666666666666,0.7695900498160584,99.32305767755614,21.582986650228293,0.0012548186397451095
0.9333333333333333,0.7657924010937947,99.31202735620218,21.66997336292667,0.0012641606561035169
0.95,0.761992293648048,99.30104017463604,21.75637912786766,0.0012735016930822019
0.9666666666666667,0.7581897345818602,99.29009553084589,21.84221200674233,0.0012828418584904203
0.9833333333333333,0.7543847453688094,99.27919259076891,21.92748317988071,0.0012921814791156318
1.0,0.7505773457229262,99.26833058200255,22.012203048237836,0.0013015208495744646
1.0166666666666666,0.7467675560387561,99.25750871365554,22.096382333860163,0.0013108603070092685
1.0333333333333334,0.7429553965984401,99.24672618193993,22.180032189650774,0.0013202002303330912
1.05,0.7391408873742098,99.23598219795406,22.26316349742916,0.0013295402414599897
1.0666666666666667,0.7353238380274404,99.22527936475628,22.345742403771283,0.0013388788884585831
